Year,Rank,Company,Revenue,Profit
,,Texas Industries,654.7,22.1
,,Robertson-Ceco,654.4,-124.8
,,Stewart & Stevenson Svcs.,645.8,29.4
,,Longview Fibre,645.3,16.6
,,Applied Materials,643.6,26.2
,,Carter-Wallace,642.7,51.8
,,Riceland Foods,640.6,
,,Anacomp,639.5,29.2
,,Bell & Howell,638.5,-5.1
,,Standard Products,638.2,-45.6
,,Prairie Farms Dairy,637.7,
,,Valspar,632.6,27.7
,,Lukens,631.4,23.0
,,UIS,630.2,30.0
,,Sealy,623.9,-73.4
,,Carlisle,621.2,-8.4
,,Kennametal,619.5,21.1
,,Fairchild,612.0,28.3
,,HNI,612.0,32.9
,,Banta,610.4,20.6
,,La-Z-Boy,609.5,23.4
,,St. Joe Paper,605.3,27.6
,,Sun-Diamond Growers,602.9,
,,Reynolds & Reynolds,602.0,22.5
,,Dr Pepper/Seven-Up,600.9,-37.5
,,Eagle-Picher Industries,599.4,-15.8
,,Bandag,593.9,79.6
,,Delta Woodside Industries,590.4,23.9
,,Quanex,588.9,12.4
,,Harman Intl. Industries,586.9,-19.8
,,Media General,585.9,-62.1
,,Interface,581.8,8.9
,,P.H. Glatfelter,577.0,76.0
,,Loctite,574.6,71.9
,,Arcadian,573.3,22.2
,,Warnaco Group,573.1,-28.4
,,Westmoreland Coal,570.3,-13.4
,,Goulds Pumps,568.8,30.7
,,Thomas & Betts,566.6,48.4
,,International Controls,565.8,4.2
,,Kimball International,564.7,30.0
,,Carpenter Technology,562.5,30.1
,,Ply Gem,561.5,4.0
,,Albany International,557.7,10.3
,,Silicon Graphics,557.3,32.9
,,Constar International,548.2,16.8
,,Dell,546.2,27.2
,,Sterling Chemicals,542.7,36.8
,,First Mississippi,539.1,5.3
,,Analog Devices,538.5,8.2
,,Precision Castparts,538.3,33.4
,,Barnes Group,538.3,15.9
,,Standard Motor Products,534.8,6.7
,,American Maize-Products,533.6,11.3
,,Wisconsin Dairies Cooperative,533.3,
,,Block Drug,530.9,53.2
,,Guilford Mills,528.8,15.9
,,General Motors,132774.9,-23498.3
,,Exxon Mobil,103547.0,4770.0
,,Ford Motor,100785.6,-7385.0
,,Intl. Business Machines,65096.0,-4965.0
,,General Electric,62202.0,4725.0
,,Mobil,57389.0,862.0
,,Altria Group,50157.0,4939.0
,,ChevronTexaco,38523.0,1569.0
,,DuPont,37386.0,-3927.0
,,Texaco,37130.0,712.0
,,Chrysler,36897.0,723.0
,,Boeing,30414.0,552.0
,,Procter & Gamble,29890.0,1872.0
,,Amoco,25543.0,-74.0
,,PepsiCo,22083.7,374.3
,,United Technologies,22032.0,-287.0
,,ConAgra Foods,21219.0,372.4
,,Shell Oil,21160.0,-190.0
,,Eastman Kodak,20577.0,1146.0
,,Dow Chemical,19080.0,-489.0
,,Xerox,18089.0,-1020.0
,,Atlantic Richfield,18061.0,801.0
,,McDonnell Douglas,17513.0,-781.0
,,Hewlett-Packard,16427.0,549.0
,,Marathon Oil,16186.0,-1826.0
,,Nabisco Group Holdings,15734.0,299.0
,,Digital Equipment,14027.0,-2795.5
,,3M,13883.0,1233.0
,,Johnson & Johnson,13846.0,1030.0
,,Tenneco Automotive,13606.0,-1323.0
,,International Paper,13600.0,86.0
,,Motorola,13341.0,453.0
,,Sara Lee,13321.0,761.0
,,Coca-Cola,13238.0,1664.0
,,CBS,12100.0,-1291.0
,,Honeywell Intl.,12089.0,-712.0
,,ConocoPhillips,12037.0,180.0
,,Goodyear Tire & Rubber,11923.6,-658.6
,,Georgia-Pacific,11847.0,-124.0
,,Bristol-Myers Squibb,11805.0,1962.0
,,Anheuser-Busch,11400.8,917.5
,,IBP,11129.7,63.6
,,Rockwell Automation,10995.1,-1036.0
,,Caterpillar,10194.0,-2435.0
,,Lockheed Martin,10138.0,-283.0
,,Coastal,10062.9,-126.8
,,Merck,9800.8,1984.2
,,Ashland,9595.8,-335.7
,,Alcoa,9588.4,-1139.2
,,Archer Daniels Midland,9344.1,503.8
,,Weyerhaeuser,9259.9,372.0
,,Unilever U.S.,9216.8,260.5
,,Citgo Petroleum,9173.5,33.2
,,Raytheon,9118.9,635.1
,,Unocal,8948.0,220.0
,,Occidental Petroleum,8940.0,-591.0
,,Fortune Brands,8840.3,883.8
,,General Dynamics,8731.0,815.0
,,Sunoco,8685.0,-559.0
,,Monsanto,8485.0,-88.0
,,Baxter International,8471.0,441.0
,,Unisys,8421.9,361.2
,,Textron,8347.5,-355.4
,,TRW,8311.0,-156.0
,,Hanson Industries NA,8288.3,551.0
,,Abbott Laboratories,7894.2,1239.1
,,Wyeth,7873.7,1460.8
,,General Mills,7795.5,495.6
,,Ralston Purina,7768.0,313.2
,,Emerson Electric,7706.0,662.9
,,Texas Instruments,7470.0,247.0
,,Pfizer,7414.8,810.9
,,Whirlpool,7309.4,205.0
,,Borden Chemical,7142.6,-439.6
,,Kimberly-Clark,7091.1,135.0
,,Apple Computer,7086.5,530.4
,,Hoechst Celanese,7044.0,-7.0
,,Colgate-Palmolive,7035.3,477.0
,,Deere,6960.7,37.4
,,H.J. Heinz,6628.5,638.3
,,Bestfoods,6599.0,223.8
,,Bayer Corporation,6499.0,69.8
,,Sealed Air,6329.6,-294.5
,,Eli Lilly,6282.3,708.7
,,Campbell Soup,6278.5,490.5
,,Honeywell,6254.0,246.8
,,Kellogg,6190.6,431.2
,,Union Carbide,6167.0,-175.0
,,Cooper Industries,6158.5,-228.7
,,North American Philips,6138.0,49.8
,,Intel,5985.4,1066.5
,,Amerada Hess,5970.4,7.5
,,Martin Marietta,5970.1,345.4
,,PPG Industries,5857.7,319.4
,,Litton Industries,5741.4,174.4
,,Reynolds Metals,5620.3,-748.8
,,Warner-Lambert,5597.6,644.0
,,Quaker Oats,5586.0,247.6
,,Levi Strauss,5570.3,360.8
,,Northrop Grumman,5550.0,121.0
,,Stone Container,5533.0,-170.5
,,LTV,5425.3,598.7
,,American Cyanamid,5267.5,395.1
,,Gillette,5190.1,513.4
,,Johnson Controls,5164.7,123.0
,,Coca-Cola Enterprises,5127.0,-186.0
,,BASF,5042.4,-116.1
,,Dana,5036.1,-382.0
,,Champion International,4950.3,-440.4
,,Scott Paper,4886.2,167.2
,,Lyondell Chemical,4815.0,16.0
,,Black & Decker,4790.4,-333.6
,,Fort James,4747.6,-427.3
,,Mead,4725.2,71.6
,,Chiquita Brands Intl.,4534.1,-284.0
,,Dresser Industries,4282.8,-365.5
,,R.R. Donnelley & Sons,4193.1,234.7
,,Tyson Foods,4169.7,160.5
,,Compaq Computer,4132.2,213.2
,,J.E. Seagram,4130.0,437.0
,,Rhone-Poulenc Rorer,4116.3,438.3
,,Eaton,4109.0,-128.0
,,Schering-Plough,4094.2,720.4
,,Bethlehem Steel,4012.8,-449.3
,,FMC,3992.4,-75.7
,,Navistar International,3892.0,-212.0
,,VF,3864.6,237.0
,,Avon Products,3847.6,175.0
,,American Standard,3804.4,-57.2
,,Ingersoll-Rand,3783.8,-234.4
,,Crown Holdings,3780.7,155.4
,,Cummins,3749.2,-189.5
,,Corning,3744.0,-12.6
,,OfficeMax,3732.2,-227.5
,,Pharmacia,3732.0,324.3
,,Owens-Illinois,3718.4,-134.2
,,AMAX,3703.0,-284.3
,,Times Mirror,3702.0,-66.6
,,Sun Microsystems,3627.9,173.3
,,Masco,3553.7,183.1
,,Grumman,3503.9,-123.2
,,Ryerson Tull,3494.3,-815.6
,,Gannett,3469.0,199.7
,,Pitney Bowes,3460.0,100.2
,,Farmland Industries,3438.0,
,,FINA,3408.8,-10.2
,,Kerr-McGee,3392.0,-101.0
,,AMP,3354.8,290.3
,,Agway,3274.9,
,,Air Products & Chem.,3242.7,271.0
,,Hershey Foods,3222.3,242.6
,,Varity,3186.2,-178.0
,,Rohm & Haas,3083.0,-5.0
,,Tyco International,3066.5,95.3
,,Union Camp,3064.4,76.2
,,Harris,3041.9,75.2
,,Maytag,3041.2,-315.4
,,Berkshire Hathaway,3029.3,407.3
,,Smurfit-Stone Container,3000.2,-83.7
,,Universal,2989.0,70.7
,,Ethyl,2975.0,255.0
,,Premark International,2954.4,-79.3
,,Teledyne,2890.8,33.2
,,Seagate Technology,2888.7,63.2
,,Loral,2881.8,121.8
,,Hercules,2878.3,167.9
,,Owens Corning,2878.0,73.0
,,Illinois Tool Works,2820.8,192.1
,,Hormel Foods,2813.7,95.2
,,PerkinElmer,2788.8,87.8
,,Paccar,2761.4,65.2
,,Sherwin-Williams,2759.5,62.9
,,Pennzoil,2729.3,128.2
,,Temple-Inland,2713.2,146.9
,,Reader's Digest Assn.,2666.9,234.4
,,Mapco,2644.2,100.7
,,Avery Dennison,2622.9,80.1
,,Diamond Shamrock,2602.6,8.7
,,Ultramar Diamond Shamrock,2595.5,56.3
,,Phelps Dodge,2594.0,221.7
,,Land O'Lakes,2561.8,
,,AMDAHL,2553.7,-7.0
,,Armstrong Holdings,2549.8,-234.2
,,Baker Hughes,2544.6,5.0
,,Hasbro,2541.1,179.2
,,Goodrich,2530.6,-295.9
,,Ball,2446.4,69.1
,,Engelhard,2399.7,10.6
,,Total Petroleum,2397.0,3.6
,,Whitman,2397.0,59.8
,,Olin,2386.0,9.0
,,Parker Hannifin,2382.0,11.2
,,National Steel,2373.3,-48.4
,,McDermott,2372.7,26.5
,,Willamette Industries,2372.4,81.6
,,Becton Dickinson,2365.3,200.8
,,Westvaco,2343.9,135.9
,,Knight-Ridder,2334.6,40.9
,,Quantum Chemical,2324.2,-287.5
,,Dean Foods,2291.0,62.0
,,Dover,2291.0,129.7
,,Intl. Multifoods,2281.4,22.0
,,Conner Peripherals,2273.5,121.1
,,Premcor,2270.8,-5.1
,,Maxxam,2254.2,-7.3
,,Manville,2241.5,35.9
,,Brunswick,2227.7,-26.3
,,Collins & Aikman,2226.7,-170.5
,,Stanley Works,2217.7,98.1
,,Louisiana-Pacific,2192.0,176.9
,,Polaroid,2168.2,99.0
,,Tosco,2161.1,-74.5
,,Tribune,2122.4,119.8
,,E-SYSTEMS,2094.9,-69.5
,,ARMCO,2084.1,-429.9
,,Burlington Industries Equity,2065.9,-182.5
,,Tandem Computers,2058.3,-41.2
,,McGraw-Hill,2050.5,28.6
,,Springs Industries,1976.1,44.5
,,Molson Coors Brewing,1970.1,-2.0
,,Dow Corning,1955.7,-72.0
,,York International,1939.4,50.9
,,GenCorp,1937.0,22.0
,,Asarco,1932.4,-83.1
,,Morton International,1929.4,144.5
,,Wang Laboratories,1909.5,-356.6
,,Central Soya,1907.7,28.0
,,Arvin Industries,1893.2,6.4
,,Pet,1881.3,103.4
,,Mattel,1880.2,143.9
,,MID-AMERICA DAIRYMEN,1874.7,
,,Sequa,1868.3,-11.1
,,Fruit of the Loom,1855.1,178.6
,,Sonoco Products,1844.4,43.4
,,Dow Jones,1824.7,107.6
,,Rubbermaid,1810.3,164.1
,,Echlin,1793.1,64.3
,,USG,1789.0,-191.0
,,CENEX,1778.5,
,,New York Times,1773.5,-44.7
,,Shaw Industries,1751.4,58.0
,,Witco,1738.2,39.2
,,National Semiconductor,1726.3,-120.1
,,Imcera Group,1724.5,127.5
,,Bausch & Lomb,1722.3,171.4
,,Clorox,1717.0,98.7
,,Sundstrand,1697.5,-121.7
,,Aeroquip-Vickers,1695.5,14.4
,,Murphy Oil,1685.6,105.6
,,Metaldyne,1678.3,38.4
,,Burlington Resources,1658.7,257.8
,,Freeport-McMoran,1654.9,187.8
,,Cyprus Amax Minerals,1644.7,-333.6
,,Timken,1642.3,4.5
,,National Service Industries,1633.8,74.1
,,Harsco,1633.1,84.3
,,General Signal,1622.5,-83.2
,,Nucor,1620.5,79.2
,,Duracell International,1616.7,127.8
,,Fleetwood Enterprises,1601.2,40.2
,,Storage Technology,1588.5,15.5
,,Newell Rubbermaid,1583.4,119.1
,,Crown Central,1576.3,-5.5
,,American Greetings,1573.1,97.5
,,Cabot,1562.2,62.2
,,Lubrizol,1559.3,124.6
,,Reliance Electric,1553.0,26.0
,,Deluxe,1552.3,202.8
,,Advanced Micro Devices,1531.1,245.0
,,Lafarge,1511.2,-100.6
,,WestPoint Stevens,1499.1,-190.1
,,Great Lakes Chemical,1496.5,232.7
,,Bowater,1495.6,-82.0
,,Nacco Industries,1481.5,-85.9
,,McCormick,1476.1,95.2
,,Furniture Brands Intl.,1471.7,-48.9
,,Washington Post,1463.8,127.8
,,Federal Paper Board,1460.8,91.6
,,Hillenbrand Industries,1438.2,116.3
,,Del Monte Foods,1438.0,-58.0
,,Lear,1422.7,-22.2
,,Joy Global,1401.0,56.7
,,Nalco Chemical,1394.5,145.0
,,Coltec Industries,1368.7,-42.2
,,Walter Industries,1366.6,22.3
,,M.A. Hanna,1337.9,19.0
,,Potlatch,1330.4,78.9
,,Thiokol,1322.0,63.0
,,Oryx Energy,1313.0,14.0
,,Gold Kist Holdings,1312.0,
,,Crane,1312.0,24.3
,,Wm. Wrigley Jr.,1301.3,141.3
,,Great American Mgmt. & Inv.,1298.4,42.1
,,Tektronix,1297.2,19.7
,,Raychem,1296.3,-24.8
,,Dresser-Rand,1294.4,
,,Gerber Products,1293.1,127.6
,,Varian Associates,1290.7,38.7
,,Tecumseh Products,1286.7,-42.7
,,Rohr,1283.3,1.5
,,Triarc,1278.6,-7.5
,,Alliant Techsystems,1274.4,38.8
,,Federal-Mogul,1271.9,-83.7
,,Zenith Electronics,1271.4,-105.9
,,Brown-Forman,1263.8,146.4
,,E.W. Scripps,1263.4,83.9
,,Amoskeag,1247.9,5.3
,,Pentair,1239.0,1.2
,,Valero Energy,1234.6,83.9
,,Magnetek,1229.8,22.2
,,United States Surgical,1197.2,138.9
,,Trinity Industries,1193.5,22.1
,,Medtronic,1187.2,161.5
,,Standard Commercial,1185.0,22.3
,,Intergraph,1182.1,8.4
,,Bemis,1181.3,57.0
,,Cooper Tire & Rubber,1176.0,43.2
,,Figgie International,1172.8,28.3
,,Leggett & Platt,1170.5,62.5
,,Anchor Glass Container,1163.3,3.3
,,Fort Howard,1151.4,-80.0
,,Interstate Bakeries,1145.9,15.6
,,Mark IV Industries,1145.6,26.4
,,Savannah Foods & Industries,1139.9,9.2
,,AG Processing,1129.8,
,,Amgen,1128.4,357.6
,,Quantum,1127.7,46.8
,,Data General,1127.0,-62.5
,,Intl. Flavors & Frag.,1126.4,170.6
,,Ferro,1107.4,58.8
,,Gateway,1107.1,70.0
,,Harley-Davidson,1106.2,53.8
,,J.M. Huber,1103.4,43.0
,,Unifi,1091.4,62.6
,,Alberto-Culver,1091.3,38.6
,,Ocean Spray,1090.8,
,,DIMON,1084.9,30.3
,,Weirton Steel,1081.8,-31.8
,,Vulcan Materials,1079.8,94.0
,,General Instrument,1076.0,-53.0
,,Outboard Marine,1070.0,1.9
,,Clark Equipment,1068.1,66.0
,,Seaboard,1060.7,31.1
,,IMC Global,1058.5,-74.6
,,Thomas & Betts,1057.2,50.9
,,Hartmarx,1053.9,-220.2
,,Smithfield Foods,1050.6,21.6
,,A.O. Smith,1046.3,-17.3
,,SCI Systems,1045.4,3.8
,,GAF,1043.3,-167.9
,,Briggs & Stratton,1043.3,51.5
,,Maxtor,1038.9,7.1
,,Allegheny Technologies,1036.0,-78.4
,,Helene Curtis Industries,1023.0,19.2
,,Pittway,1019.4,47.4
,,Terex,1018.1,-61.1
,,UST,1012.7,312.6
,,Ecolab,1004.8,64.3
,,C.R. Bard,990.2,75.0
,,First Brands,988.5,23.4
,,Snap-On,985.9,66.0
,,Thermo Electron,975.3,59.2
,,Worthington Industries,974.2,55.5
,,ITT Rayonier,973.7,-103.5
,,Sunbeam/Oster,967.2,48.3
,,Dexter,957.6,38.2
,,Danaher,955.5,31.6
,,AST Research,951.1,68.5
,,Tesoro,950.3,-65.9
,,Holnam,946.2,-28.6
,,Western Digital,940.0,-72.9
,,H.B. Fuller,933.7,35.6
,,Wheeling Pittsburgh,933.3,-33.6
,,Imo Industries,929.2,-82.6
,,Applera,919.7,58.8
,,Brooke Group,919.0,-75.8
,,Kellwood,917.1,22.8
,,NL Industries,914.1,-76.4
,,Beckman Coulter,913.6,43.8
,,Essex Group,910.5,1.3
,,Allergan,905.4,103.6
,,Consolidated Papers,905.3,12.4
,,CF Industries,903.5,
,,Russell,899.1,81.9
,,Nortek,895.0,-24.2
,,Dell,889.9,50.9
,,Flowers Industries,888.7,31.7
,,Chesapeake,888.4,4.7
,,Universal Foods,883.4,41.7
,,Lukens,881.7,33.1
,,Jostens,876.4,61.4
,,Mitchell Energy & Devel.,874.4,44.3
,,Silicon Graphics,866.6,-118.4
,,Lincoln Electric Holdings,862.3,-45.8
,,Uniroyal Chemical,856.6,-27.8
,,JPS Textile Group,852.3,-10.9
,,Magma Copper,833.3,55.3
,,Wellman,828.2,52.3
,,Amsted Industries,827.1,15.3
,,Gitano Group,826.5,-237.9
,,Quaker State,822.1,-93.8
,,Valhi,821.8,-98.3
,,Pilgrim's Pride,817.4,-29.7
,,Herman Miller,809.7,-14.1
,,Hudson Foods,809.2,2.2
,,SPX,801.2,16.4
,,Hubbell,800.2,77.6
,,Cray Research,797.6,-14.9
,,Foodbrands America,796.1,-26.8
,,Safety-Kleen,795.9,45.6
,,Tri Valley Growers,795.1,
,,Cincinnati Milacron,792.1,21.5
,,Louisiana Land & Exploration,787.4,-6.8
,,Kaman,784.7,17.4
,,Millipore,783.9,33.2
,,Molex,782.1,67.5
,,Georgia Gulf,779.5,46.3
,,Primedia,778.2,-145.3
,,Leslie Fay,777.4,
,,Ametek,776.2,44.4
,,Kendall International,774.9,226.9
,,Cone Mills,770.1,43.4
,,Tyco Toys,768.6,18.0
,,Applied Materials,757.1,39.5
,,Stanhome,744.1,46.7
,,Thorn Apple Valley,740.4,21.1
,,A. Schulman,738.9,43.8
,,Crystal Brands,736.3,-75.3
,,Abex,728.4,-203.0
,,International Controls,725.6,-7.6
,,Meredith,724.6,-6.3
,,Insilco,724.1,-31.3
,,Gaylord Container,722.8,-132.5
,,Maxus Energy,718.4,74.2
,,UIS,715.9,40.1
,,HNI,712.3,38.7
,,Interlake,711.1,-27.7
,,Betz Laboratories,710.2,82.0
,,Delta Woodside Industries,705.5,40.0
,,Standard Register,705.2,26.0
,,Huffy,703.6,4.2
,,Union Texas,700.7,13.6
,,Fisher-Price,695.5,41.3
,,Longview Fibre,691.4,32.1
,,Pall,690.5,92.7
,,Imperial Sugar,690.2,-2.8
,,Tambrands,687.5,121.4
,,Stewart & Stevenson Svcs.,686.4,35.7
,,Valspar,683.5,34.4
,,Carter-Wallace,681.1,45.7
,,Homestake Mining,681.0,-175.8
,,Nerco,672.0,-551.2
,,Valassis Communications,671.0,74.4
,,NCH,670.8,39.4
,,Vishay Intertechnology,664.2,30.4
,,Dr Pepper/Seven-Up,663.2,-140.1
,,Commerce Clearing House,659.4,-64.1
,,Prairie Farms Dairy,659.3,
,,Standard Products,657.7,23.3
,,Coca-Cola Bottling,655.8,-114.1
,,Banta,655.3,35.7
,,Sigma-Aldrich,654.4,95.5
,,Sealy,654.2,10.0
,,Baroid,648.1,17.7
,,Reynolds & Reynolds,647.5,39.2
,,Natl. Coop. Refinery Assn.,646.4,
,,Riceland Foods,642.4,
,,Oshkosh Truck,641.2,8.8
,,Blount,637.3,0.7
,,Toro,635.2,-23.8
,,Specialty Coatings International,635.0,22.2
,,Anacomp,632.0,26.9
,,Newmont Mining,631.7,79.0
,,Silgan Holdings,630.0,4.6
,,LSI Logic,629.9,-110.2
,,Warnaco Group,626.9,-17.5
,,Kimball International,624.4,38.6
,,Sun-Diamond Growers,623.2,
,,Ply Gem,623.2,6.3
,,Giddings & Lewis,622.9,35.5
,,La-Z-Boy,621.2,25.1
,,Joy Technologies,621.1,-14.2
,,AM International,620.4,-124.8
,,Loctite,617.1,72.3
,,Guilford Mills,614.9,24.9
,,Security Benefit,613.2,15.1
,,Eagle-Picher Industries,612.2,28.9
,,Texas Industries,611.1,1.9
,,St. Joe Paper,607.8,15.6
,,Harman Intl. Industries,604.5,3.5
,,Bandag,602.4,82.8
,,Kennametal,594.5,12.9
,,Interface,594.1,12.3
,,Vector Group,594.1,41.9
,,Exide Technologies,593.6,6.7
,,Arcadian,593.4,4.5
,,Avondale Industries,592.0,-11.2
,,Carlisle,591.1,24.7
,,Carpenter,590.0,14.0
,,Block Drug,585.3,57.3
,,General Motors,133621.9,2465.8
,,Ford Motor,108521.0,2529.0
,,Exxon Mobil,97825.0,5280.0
,,Intl. Business Machines,62716.0,-8101.0
,,General Electric,60823.0,4315.0
,,Mobil,56576.0,2084.0
,,Altria Group,50621.0,3091.0
,,Chrysler,43600.0,-2551.0
,,Texaco,34359.0,1068.0
,,DuPont,32621.0,555.0
,,ChevronTexaco,32123.0,1265.0
,,Procter & Gamble,30433.0,-656.0
,,Amoco,25336.0,1820.0
,,Boeing,25285.0,1244.0
,,PepsiCo,25020.7,1587.9
,,ConAgra Foods,21519.1,270.3
,,Shell Oil,20853.0,781.0
,,United Technologies,20736.0,487.0
,,Hewlett-Packard,20317.0,1177.0
,,Eastman Kodak,20059.0,-1515.0
,,Dow Chemical,18060.0,644.0
,,Atlantic Richfield,17189.0,269.0
,,Motorola,16963.0,1022.0
,,Marathon Oil,16844.0,-259.0
,,Nabisco Group Holdings,15104.0,-145.0
,,Xerox,14981.0,-126.0
,,Sara Lee,14580.0,704.0
,,McDonnell Douglas,14487.0,396.0
,,Digital Equipment,14371.4,-251.3
,,Johnson & Johnson,14138.0,1787.0
,,3M,14020.0,1263.0
,,Coca-Cola,13957.0,2176.0
,,International Paper,13685.0,289.0
,,Tenneco Automotive,13255.0,426.0
,,Lockheed Martin,13071.0,422.0
,,Georgia-Pacific,12330.0,-34.0
,,ConocoPhillips,12309.0,243.0
,,Honeywell Intl.,11827.0,411.0
,,IBP,11671.4,90.1
,,Goodyear Tire & Rubber,11643.4,387.8
,,Caterpillar,11615.0,652.0
,,CBS,11564.0,-326.0
,,Anheuser-Busch,11505.3,594.5
,,Bristol-Myers Squibb,11413.0,1959.0
,,Rockwell Automation,10840.0,561.9
,,Merck,10498.2,2166.2
,,Coastal,10136.1,115.1
,,Archer Daniels Midland,9811.4,567.5
,,Ashland,9553.9,142.2
,,Weyerhaeuser,9544.8,579.3
,,Martin Marietta,9435.7,20.9
,,Raytheon,9201.2,693.0
,,Citgo Petroleum,9107.4,162.1
,,Alcoa,9055.9,4.8
,,Baxter International,8879.0,-198.0
,,Intel,8782.0,2295.0
,,Textron,8668.5,379.1
,,Texas Instruments,8523.0,472.0
,,Abbott Laboratories,8407.8,1399.1
,,Wyeth,8304.9,1469.3
,,Fortune Brands,8287.5,469.8
,,Emerson Electric,8173.8,708.1
,,General Mills,8134.6,506.1
,,Occidental Petroleum,8116.0,283.0
,,Hanson Industries NA,8111.5,758.6
,,Unocal,8077.0,213.0
,,Apple Computer,7977.0,86.6
,,TRW,7947.9,195.4
,,Ralston Purina,7902.2,122.6
,,Monsanto,7902.0,494.0
,,Unisys,7742.5,565.4
,,Deere,7693.8,-920.9
,,Whirlpool,7533.0,51.0
,,Pfizer,7477.7,657.5
,,Sunoco,7297.0,288.0
,,Compaq Computer,7191.0,462.0
,,Colgate-Palmolive,7141.3,189.9
,,H.J. Heinz,7103.4,396.3
,,Kimberly-Clark,6972.9,510.9
,,Hoechst Celanese,6899.0,101.0
,,Bestfoods,6738.0,454.5
,,Borden Chemical,6700.0,-630.7
,,Campbell Soup,6586.2,8.2
,,Bayer Corporation,6586.0,131.7
,,Eli Lilly,6452.4,480.2
,,Kellogg,6295.4,680.7
,,Cooper Industries,6273.8,367.1
,,Johnson Controls,6181.7,15.9
,,Honeywell,5963.0,322.2
,,Levi Strauss,5892.5,492.4
,,Amerada Hess,5851.6,-268.2
,,Warner-Lambert,5793.7,331.0
,,PPG Industries,5753.9,22.2
,,Sealed Air,5736.6,26.0
,,Quaker Oats,5730.6,167.1
,,Litton Industries,5480.2,65.2
,,Coca-Cola Enterprises,5465.0,-15.0
,,Dana,5460.1,79.6
,,Gillette,5410.8,288.3
,,American Cyanamid,5305.6,-1118.5
,,Reynolds Metals,5269.2,-322.1
,,BASF,5201.8,410.6
,,Champion International,5068.8,-156.2
,,Northrop Grumman,5063.0,96.0
,,Stone Container,5059.6,-358.0
,,Black & Decker,4882.2,66.0
,,Mead,4790.3,124.1
,,Scott Paper,4748.9,-277.0
,,Farmland Industries,4722.9,
,,Tyson Foods,4707.4,180.3
,,Navistar International,4694.0,-501.0
,,General Dynamics,4661.0,885.0
,,Fort James,4650.2,-0.3
,,Union Carbide,4640.0,58.0
,,Eaton,4401.0,173.0
,,R.R. Donnelley & Sons,4387.8,109.4
,,Schering-Plough,4341.3,730.8
,,Bethlehem Steel,4323.4,-266.3
,,VF,4320.4,246.4
,,Sun Microsystems,4308.6,156.7
,,Cummins,4247.9,177.1
,,Dresser Industries,4216.0,126.7
,,LTV,4163.2,4314.9
,,Crown Holdings,4162.6,99.1
,,Chiquita Brands Intl.,4032.9,-51.1
,,Ingersoll-Rand,4021.1,142.5
,,Rhone-Poulenc Rorer,4019.4,408.6
,,Avon Products,4007.6,132.1
,,Corning,4004.8,-15.2
,,OfficeMax,3958.3,-77.1
,,Ryerson Tull,3888.2,-37.6
,,Masco,3886.0,221.1
,,Lyondell Chemical,3850.0,26.0
,,American Standard,3830.5,-208.6
,,J.E. Seagram,3799.0,-1077.0
,,FMC,3753.9,36.3
,,Times Mirror,3714.2,317.2
,,Gannett,3641.6,397.8
,,Pharmacia,3611.2,392.4
,,Tosco,3559.2,80.6
,,Pitney Bowes,3542.9,353.2
,,Owens-Illinois,3535.0,4.9
,,Hershey Foods,3488.2,193.3
,,AMP,3450.6,296.7
,,FINA,3416.2,70.4
,,Paccar,3378.9,142.2
,,Varity,3374.5,27.0
,,Loral,3335.4,-92.1
,,Air Products & Chem.,3327.7,200.9
,,Kerr-McGee,3281.0,77.0
,,Rohm & Haas,3269.0,107.0
,,Grumman,3224.5,58.8
,,Illinois Tool Works,3159.2,206.6
,,Agway,3148.7,
,,Union Camp,3120.4,50.0
,,Tyco International,3114.5,1.3
,,Harris,3099.1,111.1
,,Berkshire Hathaway,3099.0,688.1
,,Premark International,3097.3,172.5
,,Universal,3047.2,80.2
,,Seagate Technology,3043.6,195.4
,,Maytag,2987.1,51.3
,,Sherwin-Williams,2949.3,165.2
,,Smurfit-Stone Container,2947.6,-228.9
,,Owens Corning,2944.0,131.0
,,Reader's Digest Assn.,2868.6,207.3
,,Hormel Foods,2854.0,-26.8
,,Hercules,2773.4,-33.4
,,Hasbro,2747.2,200.0
,,Pennzoil,2742.2,141.9
,,Temple-Inland,2735.9,117.4
,,Land O'Lakes,2733.3,
,,Mapco,2715.3,127.0
,,Mattel,2704.4,117.2
,,Baker Hughes,2701.7,58.9
,,PerkinElmer,2697.9,59.1
,,Ethyl,2675.5,175.5
,,Willamette Industries,2622.2,137.0
,,Phelps Dodge,2611.1,187.9
,,Avery Dennison,2608.7,84.4
,,Diamond Shamrock,2555.3,18.4
,,Whitman,2529.7,78.2
,,Armstrong Holdings,2525.4,63.5
,,Louisiana-Pacific,2511.3,244.0
,,Ball,2508.3,-65.1
,,Teledyne,2491.7,-116.5
,,Parker Hannifin,2489.3,65.1
,,Dover,2483.9,158.3
,,Becton Dickinson,2465.4,71.8
,,Knight-Ridder,2451.3,148.1
,,Ultramar Diamond Shamrock,2438.3,86.5
,,Praxair,2438.0,118.0
,,Olin,2423.0,-92.0
,,National Steel,2418.8,-258.9
,,Brunswick,2354.2,23.1
,,Alumax,2347.3,-138.3
,,Morton International,2330.9,32.5
,,Total Petroleum,2330.5,27.5
,,Westvaco,2329.8,104.3
,,Shaw Industries,2320.8,100.6
,,Manville,2275.9,47.8
,,Dean Foods,2274.3,68.4
,,Stanley Works,2273.1,84.1
